chr	gene	start	end	transcript	strand	cancerGene	geneColor
9	LINC01507	82439445	82649470	NR_121213|NR_121212	+	no	black
9	TLE1	84198598	84304450	NM_001303103|NM_005077|NM_001303104	-	no	black
9	LOC101927502	84304628	84391814	NR_109772	+	no	black
9	SPATA31D5P	84528352	84534842	NR_026851	+	no	black
9	SPATA31D4	84543343	84549913	NM_001145197	+	no	black
9	SPATA31D3	84558415	84565009	NM_207416	+	no	black
9	SPATA31D1	84603687	84610171	NM_001001670	+	no	black
9	RASEF	85594500	85678043	NM_152573	-	no	black
9	FRMD3	85857905	86153348	NM_001244962|NM_001244961|NM_001244959|NM_001244960|NM_174938	-	no	black
9	IDNK	86237964	86259045	NR_046422|NM_001256915|NR_046421|NM_001001551	+	no	black
9	UBQLN1	86274878	86323168	NM_013438|NM_053067	-	no	black
9	GKAP1	86354336	86432752	NM_001135953|NM_025211	-	no	black
9	KIF27	86451615	86536380	NM_001271928|NM_001271927|NM_017576	-	no	black
9	C9orf64	86553227	86571663	NM_032307	-	no	black
9	HNRNPK	86582998	86595569	NM_031263|NM_002140|NM_031262	-	no	black
9	MIR7-1	86584663	86584772	NR_029605	-	no	black
9	RMI1	86595637	86618987	NM_024945	+	no	black
9	LOC101927575	86678358	86709494	NR_110995	+	no	black
9	SLC28A3	86890765	86983413	NM_001199633|NR_037638|NM_022127	-	no	black
9	NTRK2	87283373	87641985	NM_001291937|NM_006180|NM_001007097|NM_001018066|NM_001018065|NM_001018064	+	no	black
9	AGTPBP1	88161454	88356944	NM_001286717|NM_015239|NM_001286715	-	no	black
9	LOC389765	88420917	88457794	NR_029410	+	no	black
9	NAA35	88556057	88637217	NM_024635	+	no	black
9	GOLM1	88641058	88715116	NM_016548|NM_177937	-	no	black
9	LOC101927623	88742455	88771987	NR_110996	+	no	black
9	C9orf153	88835180	88874572	NM_001276368|NM_001276366|NM_001276367	-	no	black
9	ISCA1	88879463	88897490	NM_030940	-	no	black
9	ZCCHC6	88902648	88969402	NM_001185059|NM_001185074|NM_024617	-	no	black
9	GAS1	89559277	89562104	NM_002048	-	no	black
9	LOC100506834	89563613	89616948	NR_049794	+	no	black
9	LOC440173	89623366	89657041	NR_027471	-	no	black
9	LOC494127	89698801	89700140	NR_036691	-	no	black
9	C9orf170	89763559	89774641	NM_001001709	+	no	black
9	DAPK1	90112143	90323549	NM_001288731|NM_001288730|NM_004938|NM_001288729	+	no	black
9	CTSL	90340974	90346384	NM_001912|NM_001257971|NM_145918|NM_001257973|NM_001257972	+	no	black
9	CTSL3P	90387830	90401799	NR_027917	+	no	black
9	CTSLP8	90459660	90462339	NR_033405	+	no	black
9	LOC392364	90472958	90473971	NR_040117	-	no	black
9	SPATA31E1	90497772	90503814	NM_178828	+	no	black
9	SPATA31C1	90532877	90538572	NM_001145124	+	no	black
9	CDK20	90581359	90589695	NM_001170640|NM_001170639|NM_012119|NM_001039803|NM_178432	-	no	black
9	SPATA31C2	90744220	90749900	NM_001166137	-	no	black
9	SPIN1	91003297	91093622	NM_006717	+	no	black
9	NXNL2	91150016	91190704	NM_001161625|NM_145283	+	no	black
9	LOC286238	91262094	91267075	NM_001100111	-	no	black
9	MIR4289	91360751	91360820	NR_036252	-	no	black
9	C9orf47	91605778	91611057	NM_001142413|NM_001001938	+	no	black
9	S1PR3	91606324	91620069	NM_005226	+	no	black
9	SHC3	91620686	91793682	NM_016848	-	no	black
9	CKS2	91926113	91931618	NM_001827	+	no	black
9	MIR3153	91927140	91927221	NR_036108	+	no	black
9	SECISBP2	91933388	91974578	NM_024077|NM_001282688|NM_001282689|NM_001282690	+	no	black
9	SEMA4D	91975706	92094611	NM_001142287|NM_006378	-	no	black
9	GADD45G	92219927	92221469	NM_006705	+	no	black
9	UNQ6494	92254698	92334674	NR_024280	+	no	black
9	LOC101927847	92731698	92749768	NR_109791	+	no	black
9	LOC286370	92782936	92803781	NR_038882	-	no	black
9	MIR4290	92785723	92785817	NR_036253	-	no	black
9	LINC01508	93063178	93195771	NR_109795	-	no	black
9	LINC01501	93224714	93345028	NR_034157	-	no	black
9	DIRAS2	93372114	93405387	NM_017594	-	no	black
9	SYK	93563962	93660842	NM_001135052|NM_003177|NM_001174168|NM_001174167	+	yes	red4
9	LOC100129316	93825576	93837414	NR_033912	-	no	black
9	AUH	93976097	94124206	NM_001698	-	no	black
9	NFIL3	94171327	94186908	NM_005384|NM_001290000|NM_001289999	-	no	black
9	MIR3910-1	94398533	94398643	NR_037472	+	no	black
9	MIR3910-2	94398549	94398627	NR_037489	-	no	black
9	ROR2	94484878	94712444	NM_004560	-	no	black
9	SPTLC1	94793416	94877756	NM_001281303|NM_006415|NM_178324	-	no	black
9	LOC100128076	94895116	94900911	NR_015444	+	no	black
9	LINC00475	94903749	94921890	NR_027341	+	no	black
9	IARS	94972490	95056038	NM_013417|NM_002161|NR_073446	-	no	black
9	MIR3651	95054740	95054829	NR_037424	-	no	black
9	SNORA84	95054743	95054875	NR_003704	-	no	black
9	NOL8	95059640	95087876	NM_017948|NM_001256394|NR_046106	-	no	black
9	CENPP	95087750	95377437	NM_001286969|NM_001012267|NM_001286971	+	no	black
9	OGN	95146249	95166937	NM_014057|NM_033014	-	no	black
9	OMD	95176527	95186836	NM_005014	-	yes	red4
9	ASPN	95218489	95244844	NM_017680|NM_001193335	-	no	black
9	ECM2	95255829	95298374	NM_001197296|NM_001197295|NM_001393	-	no	black
9	MIR4670	95290266	95290340	NR_039817	-	no	black
9	IPPK	95375466	95432547	NM_022755	-	no	black
9	LOC100128361	95380332	95382817	NR_036505	+	no	black
9	BICD2	95473645	95527083	NM_015250|NM_001003800	-	no	black
9	ANKRD19P	95571893	95600739	NR_026868	+	no	black
9	ZNF484	95607313	95640320	NM_031486|NM_001261458|NM_001261460|NM_001261459|NM_001007101	-	no	black
9	LOC642943	95644849	95651837	NR_111003	+	no	black
9	FGD3	95709601	95798518	NM_001083536|NM_001286993|NM_033086	+	no	black
9	LOC101927954	95770397	95777226	NR_121565	-	no	black
9	SUSD3	95820970	95847418	NM_001287008|NM_001287007|NM_001287005|NM_001287006|NM_145006	+	no	black
9	C9orf89	95858450	95875565	NM_032310	+	no	black
9	NINJ1	95883771	95896570	NM_004148	-	no	black
9	WNK2	95947212	96082854	NM_001282394|NM_006648	+	no	black
9	C9orf129	96080481	96108696	NM_001098808	-	no	black
9	FAM120AOS	96208782	96215874	NM_198841	-	no	black
9	FAM120A	96213978	96328397	NM_001286724|NM_001286723|NM_014612|NM_001286722	+	no	black
9	PHF2	96338909	96441869	NM_005392	+	no	black
9	MIR548AU	96357123	96357176	NR_049853	+	no	black
9	MIR4291	96581639	96581703	NR_036254	+	no	black
9	BARX1	96713909	96717608	NM_021570	-	no	black
9	PTPDC1	96793076	96872138	NM_177995|NM_001253830|NM_001253829|NM_152422	+	no	black
9	MIRLET7A1	96938239	96938318	NR_029476	+	no	black
9	MIRLET7F1	96938629	96938715	NR_029483	+	no	black
9	MIRLET7DHG	96938852	96966848	NR_046165|NR_046163	-	no	black
9	MIRLET7D	96941116	96941202	NR_029481	+	no	black
9	ZNF169	97021548	97064111	NM_001301275|NM_003448|NM_194320	+	no	black
9	NUTM2F	97080478	97090926	NM_017561	-	no	black
9	LOC100132077	97094758	97123230	NR_033937	+	no	black
9	HIATL1	97136833	97223202	NM_032558	+	no	black
9	PCAT7	97317327	97330411	NR_121566|NR_121567|NR_121568|NR_121569	+	no	black
9	FBP2	97320996	97356114	NM_003837	-	no	black
9	FBP1	97365421	97402531	NM_000507|NM_001127628	-	no	black
9	C9orf3	97488951	97849500	NM_001193331|NM_032823|NM_001193329	+	no	black
9	MIR2278	97572244	97572339	NR_031755	+	no	black
9	MIR6081	97827632	97827728	NR_106729	+	no	black
9	MIR23B	97847490	97847586	NR_029664	+	no	black
9	MIR27B	97847727	97847823	NR_029665	+	no	black
9	MIR3074	97848296	97848376	NR_036109	-	no	black
9	MIR24-1	97848303	97848370	NR_029496	+	no	black
9	FANCC	97861336	98079991	NM_001243743|NM_000136|NM_001243744	-	yes	red4
9	PTCH1	98205264	98279247	NM_001083607|NM_001083606|NM_001083605|NM_001083604|NM_000264|NM_001083602|NM_001083603	-	yes	red4
9	LOC100507346	98225891	98232301	NR_038982	+	no	black
9	LINC00476	98568370	98638259	NR_023390|NR_023389	-	no	black
9	ERCC6L2	98637900	98780735	NM_001010895|NM_020207	+	no	black
9	LINC00092	98782014	98784037	NR_024129	-	no	black
9	LOC158435	98828121	98864194	NR_033838	+	no	black
9	LOC158434	98868943	98878693	NM_001256408	-	no	black
9	HSD17B3	98997589	99064434	NM_000197	-	no	black
9	SLC35D2	99075719	99145992	NR_104627|NM_007001|NM_001286990	-	no	black
9	ZNF367	99148225	99180669	NM_153695	-	no	black
9	HABP4	99212437	99253618	NM_014282	+	no	black
9	CDC14B	99262395	99382112	NM_001077181|NM_033331|NM_003671	-	no	black
9	AAED1	99403533	99417599	NM_153698	-	no	black
9	LOC441455	99488103	99489749	NR_026792	+	no	black
9	ZNF510	99518147	99540328	NM_014930	-	no	black
9	ZNF782	99579273	99616389	NM_001001662	-	no	black
9	LOC100132781	99631182	99634510	NR_038890	+	no	black
9	LOC441454	99671357	99672737	NR_028350	+	no	black
9	NUTM2G	99691286	99704572	NM_001170741|NM_001045477	+	no	black
9	HIATL2	99708327	99775862	NR_002894	-	no	black
9	CTSV	99791959	99801925	NM_001333|NM_001201575	-	no	black
9	GAS2L1P2	99837953	99844227	NR_002942	-	no	black
9	LOC100499484	100000708	100059596	NR_036526	+	no	black
9	LOC100499484-C9ORF174	100000708	100139577	NR_036529|NR_036528|NR_036527	+	no	black
9	CCDC180	100069910	100139577	NM_020893	+	no	black
9	MIR1302-8	100125836	100125963	NR_031637	-	no	black
9	LOC286359	100153119	100158973	NR_026847	-	no	black
9	TDRD7	100174302	100258405	NM_014290|NM_001302884	+	no	black
9	TMOD1	100263462	100364025	NM_001166116|NM_003275	+	no	black
9	TSTD2	100362362	100395962	NM_139246	-	no	black
9	NCBP1	100395705	100436029	NM_002486	+	no	black
9	XPA	100437191	100459691	NM_000380|NR_027302	-	yes	red4
9	FOXE1	100615537	100618997	NM_004473	+	no	black
9	C9orf156	100666771	100684852	NM_016481	-	no	black
9	HEMGN	100689073	100707197	NM_197978|NM_018437	-	no	black
9	ANP32B	100745489	100778224	NM_006401	+	no	black
9	NANS	100818959	100845365	NM_018946	+	no	black
9	TRIM14	100846635	100881635	NM_014788|NM_033219	-	no	black
9	CORO2A	100883257	100954956	NM_003389|NM_052820	-	no	black
9	TBC1D2	100961280	101018003	NM_001267572|NM_001267571|NM_018421|NR_051978	-	no	black
9	MIR6854	100991431	100991499	NR_106913	-	no	black
9	GABBR2	101050364	101471479	NM_005458	-	no	black
9	ANKS6	101494291	101558794	NM_173551	-	no	black
9	GALNT12	101569981	101612363	NM_024642	+	no	black
9	COL15A1	101705995	101833074	NM_001855	+	no	black
9	TGFBR1	101867412	101916473	NM_004612|NM_001130916	+	no	black
9	ALG2	101978707	101984246	NM_033087|NR_024532	-	no	black
9	SEC61B	101984570	101992901	NM_006808	+	no	black
9	NAMA	102117622	102137539	NR_102270|NR_102271	-	no	black
9	LOC101928438	102348068	102582171	NR_109802	-	no	black
9	NR4A3	102584137	102629173	NM_173199|NM_173200|NM_006981	+	yes	red4
9	STX17-AS1	102648600	102668883	NR_038853	-	no	black
9	STX17	102668915	102736818	NM_017919	+	no	black
9	ERP44	102741463	102861334	NM_015051	-	no	black
9	INVS	102861502	103063426	NM_183245|NM_014425|NR_051962	+	no	black
9	TEX10	103064357	103115259	NM_001161584|NM_017746	-	no	black
9	MSANTD3	103189495	103214016	NM_001198807|NM_080655|NM_001198805|NM_001198806	+	no	black
9	MSANTD3-TMEFF1	103204188	103339918	NM_001198812	+	no	black
9	TMEFF1	103235520	103339918	NM_003692	+	no	black
9	MURC	103340361	103350669	NM_001018116	+	no	black
9	LPPR1	103791031	104087417	NM_207299|NM_017753	+	no	black
9	BAAT	104122699	104147287	NM_001127610|NM_001701	-	no	black
9	MRPL50	104152249	104160919	NM_019051	-	no	black
9	ZNF189	104161136	104172942	NM_197977|NM_001278232|NM_001278231|NM_003452|NR_103480|NM_001278240	+	no	black
9	ALDOB	104182842	104198062	NM_000035	-	no	black
9	TMEM246-AS1	104230721	104243788	NR_121573|NR_121576|NR_121575|NR_121574	+	no	black
9	TMEM246	104235440	104249503	NM_001303108|NM_001303107|NM_032342	-	no	black
9	RNF20	104296131	104325626	NM_019592	+	no	black
9	GRIN3A	104331634	104500862	NM_133445	-	no	black
9	PPP3R2	104353897	104357283	NM_147180	-	no	black
9	LINC00587	105281919	105419791	NR_103830	+	no	black
9	CYLC2	105757593	105780770	NM_001340	+	no	black
9	LINC01492	105902810	106087315	NR_121578	-	no	black
9	LOC101928523	106761990	106762763	NR_109803	+	no	black
9	SMC2-AS1	106842305	106854755	NR_121580	-	no	black
9	SMC2	106856541	106903700	NM_001265602|NM_006444|NM_001042551|NM_001042550	+	no	black
9	OR13F1	107266544	107267503	NM_001004485	+	no	black
9	OR13C4	107288534	107289490	NM_001001919	-	no	black
9	OR13C3	107298051	107299094	NM_001001961	-	no	black
9	OR13C8	107331449	107332411	NM_001004483	+	no	black
9	OR13C5	107360738	107361694	NM_001004482	-	no	black
9	OR13C2	107366952	107367908	NM_001004481	-	no	black
9	OR13C9	107379529	107380485	NM_001001956	-	no	black
9	OR13D1	107456703	107457743	NM_001004484	+	no	black
9	NIPSNAP3A	107509969	107522403	NM_015469	+	no	black
9	NIPSNAP3B	107526022	107540045	NM_018376|NR_130759|NR_130760	+	no	black
9	LOC286367	107536633	107540045	NR_024011	+	no	black
9	ABCA1	107543284	107690527	NM_005502	-	no	black
9	SLC44A1	108006894	108159628	NM_001286730|NM_080546	+	no	black
9	FSD1L	108210315	108314714	NM_031919|NM_001287192|NM_001145313|NM_001287191	+	no	black
9	FKTN	108320411	108403399	NM_001079802|NM_001198963|NM_006731	+	no	black
9	TAL2	108424738	108425385	NM_005421	+	yes	red4
9	TMEM38B	108456806	108538892	NM_018112	+	no	black
9	MIR8081	109363209	109363303	NR_107048	+	no	black
9	LINC01505	109378339	109442081	NR_104145	+	no	black
9	ZNF462	109625378	109773796	NM_021224	+	no	black
9	MIR548Q	109653505	109848716	NR_031752	-	no	black
9	LOC340512	109737114	109865269	NR_126029	-	no	black
9	RAD23B	110045517	110094475	NM_002874|NM_001244724|NM_001244713	+	no	black
9	LINC01509	110182565	110228866	NR_121581	-	no	black
9	KLF4	110247133	110252047	NM_004235	-	yes	red4
9	ACTL7B	111616869	111618275	NM_006686	-	no	black
9	ACTL7A	111624508	111626035	NM_006687	+	no	black
9	IKBKAP	111629800	111696608	NM_003640	-	no	black
9	FAM206A	111696673	111703237	NM_017832	+	no	black
9	CTNNAL1	111704849	111775874	NM_001286974|NM_003798	-	no	black
9	TMEM245	111777415	111882225	NM_032012	-	no	black
9	MIR32	111808509	111808578	NR_029506	-	no	black
9	FRRS1L	111899581	111929571	NM_014334	-	no	black
9	EPB41L4B	111934254	112083244	NM_019114|NM_018424	-	no	black
9	PTPN3	112137974	112260593	NR_026918|NM_001145371|NM_001145372|NM_001145369|NM_001145370|NM_001145368|NM_002829	-	no	black
9	MIR3927	112273755	112273825	NR_037493	-	no	black
9	PALM2	112403068	112713756	NM_001037293|NM_053016	+	no	black
9	PALM2-AKAP2	112542577	112934791	NM_147150|NM_007203	+	no	black
9	AKAP2	112810878	112934791	NM_001198656|NM_001004065|NM_001136562	+	no	black
9	C9orf152	112961846	112970413	NM_001012993	-	no	black
9	TXN	113006092	113018920	NM_003329|NM_001244938	-	no	black
9	TXNDC8	113065867	113100164	NM_001286946|NM_001003936|NM_001286947	-	no	black
9	SVEP1	113127529	113342160	NM_153366	-	no	black
9	MUSK	113431051	113563278	NM_005592|NM_001166280|NM_001166281	+	no	black
9	LPAR1	113636054	113800365	NM_001401|NM_057159	-	no	black
9	MIR7702	114033436	114033494	NR_106989	-	no	black
9	OR2K2	114089763	114090713	NM_205859	-	no	black
9	KIAA0368	114122973	114247025	NM_001080398	-	no	black
9	ZNF483	114287439	114340124	NM_133464|NM_001007169	+	no	black
9	PTGR1	114312002	114362135	NM_001146109|NM_012212|NM_001146108	-	no	black
9	LRRC37A5P	114365111	114375833	NR_034087	-	no	black
9	DNAJC25	114393632	114416631	NR_037148|NM_001015882	+	no	black
9	DNAJC25-GNG10	114393632	114432526	NM_004125	+	no	black
9	GNG10	114423851	114432526	NM_001198664|NM_001017998	+	no	black
9	C9orf84	114448799	114557288	NM_001080551|NM_173521|NR_109816	-	no	black
9	UGCG	114659046	114697654	NM_003358	+	no	black
9	MIR4668	114694380	114694449	NR_039814	+	no	black
9	MIR3134	114758832	115112545	NR_036085	-	no	black
9	SUSD1	114803061	114937577	NM_022486|NM_001282640|NM_001282643	-	no	black
9	PTBP3	114979995	115095944	NM_001244898|NM_005156|NM_001244896|NM_001163790|NM_001163788|NM_001244897	-	no	black
9	HSDL2	115142189	115234685	NR_036651|NM_032303|NM_001195822	+	no	black
9	KIAA1958	115249248	115427591	NM_133465|NM_001287038|NM_001287036	+	no	black
9	INIP	115448791	115480387	NM_021218	-	no	black
9	SNX30	115513134	115637267	NM_001012994	+	no	black
9	SLC46A2	115641200	115653193	NM_033051	-	no	black
9	ZNF883	115759400	115774472	NM_001101338	-	no	black
9	ZFP37	115804095	115819071	NM_001282518|NM_001282515|NM_003408	-	no	black
9	FAM225B	115867003	115873957	NR_024376	-	no	black
9	FAM225A	115875176	115882126	NR_024366	+	no	black
9	SLC31A2	115913238	115926422	NM_001860	+	no	black
9	FKBP15	115927800	115983641	NM_015258	-	no	black
9	SLC31A1	115983808	116026772	NM_001859	+	no	black
9	CDC26	116029290	116037869	NM_139286	-	no	black
9	PRPF4	116037914	116055185	NM_001244926|NM_004697	+	no	black
9	RNF183	116059373	116061320	NM_145051	-	no	black
9	WDR31	116077931	116102620	NM_145241|NM_001012361	-	no	black
9	BSPRY	116111812	116133513	NM_017688	+	no	black
9	HDHD3	116135696	116139289	NM_031219|NM_001304509|NM_001304510|NM_001304511	-	no	black
9	ALAD	116148592	116163618	NM_000031	-	no	black
9	POLE3	116169518	116173029	NR_027261|NM_017443|NM_001278255	-	no	black
9	C9orf43	116172924	116191964	NM_001278629|NM_152786|NM_001278630	+	no	black
9	RGS3	116207009	116360023	NM_144488|NM_017790|NM_001282923|NM_001276261|NM_130795|NM_001276260|NM_134427|NM_001282922|NM_144489|NM_001276262	+	no	black
9	ZNF618	116638562	116818875	NM_133374	+	no	black
9	AMBP	116822408	116840752	NM_001633	-	no	black
9	KIF12	116853918	116861337	NM_138424	-	no	black
9	COL27A1	116917825	117074796	NM_032888	+	no	black
9	MIR455	116971714	116971809	NR_030255	+	no	black
9	ORM1	117085303	117088759	NM_000607	+	no	black
9	ORM2	117092069	117095536	NM_000608	+	no	black
9	AKNA	117096433	117156685	NM_030767	-	no	black
9	DFNB31	117164360	117267736	NM_001083885|NM_001173425|NM_015404	-	no	black
9	ATP6V1G1	117349994	117361152	NM_004888	+	no	black
9	C9orf91	117373706	117408703	NM_153045	+	no	black
9	LOC100505478	117428714	117444369	NM_001199233	-	no	black
9	TNFSF15	117546915	117568408	NM_001204344|NM_005118	-	no	black
9	TNFSF8	117655623	117692875	NM_001252290|NM_001244	-	no	black
9	TNC	117781854	117880536	NM_002160	-	no	black
9	LOC101928748	117881819	117900688	NR_110950	-	no	black
9	DEC1	117904097	118164923	NM_017418	+	no	black
9	LOC101928775	118501949	118506518	NR_109805	-	no	black
9	LINC00474	118650544	118687377	NR_024032	-	no	black
9	PAPPA	118916071	119164600	NM_002581	+	no	black
9	PAPPA-AS1	119160437	119162885	NR_103711	-	no	black
9	ASTN2	119187504	120177317	NM_198186|NM_001184734|NM_198188|NM_198187|NM_014010|NM_001184735	-	no	black
9	ASTN2-AS1	119266562	119324572	NR_033973	+	no	black
9	TRIM32	119449581	119463579	NM_001099679|NM_012210	+	no	black
9	SNORA70C	119943345	119943480	NR_003708	-	no	black
9	LOC101928797	120410884	120419304	NR_109806	+	no	black
9	TLR4	120466453	120479769	NM_003266|NM_138557|NM_138554	+	no	black
9	BRINP1	121928908	122131739	NM_014618	-	no	black
9	MIR147A	123007257	123007328	NR_029604	-	no	black
9	CDK5RAP2	123151147	123342448	NR_073556|NR_073558|NM_018249|NR_073554|NR_073557|NM_001272039|NR_073555|NM_001011649	-	no	black
9	MEGF9	123363196	123476765	NM_001080497	-	no	black
9	FBXW2	123519254	123555740	NM_012164	-	no	black
9	LOC100288842	123555775	123561009	NR_027442	+	no	black
9	PSMD5	123578332	123605299	NM_005047|NM_001270427	-	no	black
9	PSMD5-AS1	123605320	123616651	NR_024408	+	no	black
9	PHF19	123617929	123657174	NM_001286842|NR_104601|NM_015651|NM_001286840|NM_001286843|NM_001009936	-	no	black
9	TRAF1	123664671	123691451	NM_001190947|NM_005658|NM_001190945	-	no	black
9	C5	123714614	123812554	NM_001735	-	no	black
9	CNTRL	123850574	123939886	NM_007018	+	yes	red4
9	RAB14	123940415	123964365	NM_016322	-	no	black
9	GSN	124030380	124095120	NM_198252|NM_001127666|NM_001127667|NM_001127663|NM_001127665|NM_001127664|NM_001127662|NM_001258029|NM_001258030|NM_000177	+	no	black
9	GSN-AS1	124043046	124047808	NR_103560	-	no	black
9	STOM	124101266	124132582	NM_004099|NM_001270526|NM_001270527|NM_198194|NR_073037	-	no	black
9	GGTA1P	124217319	124262306	NR_003191|NR_045211	-	no	black
9	DAB2IP	124329381	124547809	NM_032552|NM_138709	+	no	black
9	TTLL11	124584204	124855885	NM_001139442|NM_194252	-	no	black
9	MIR4478	124882361	124882446	NR_039690	-	no	black
9	NDUFA8	124906338	124922098	NM_014222	-	no	black
9	MORN5	124922187	124962367	NM_198469|NM_001286828	+	no	black
9	LHX6	124964856	124991091	NM_001242335|NM_001242334|NM_001242333|NM_014368|NM_199160	-	no	black
9	RBM18	125001834	125027143	NR_027126|NR_027125|NM_033117	-	no	black
9	MRRF	125026882	125085742	NM_138777|NM_001173512|NM_199177	+	no	black
9	PTGS1	125132809	125157982	NM_001271166|NM_001271368|NM_000962|NM_001271367|NM_001271164|NM_080591|NM_001271165	+	no	black
9	OR1J1	125239237	125240205	NM_001004451	-	no	black
9	OR1J2	125273081	125274022	NM_054107	+	no	black
9	OR1J4	125281420	125282361	NM_001004452	+	no	black
9	OR1N1	125288637	125289572	NM_012363	-	no	black
9	OR1N2	125315449	125316441	NM_001004457	+	no	black
9	OR1L8	125329827	125330756	NM_001004454	-	no	black
9	OR1Q1	125377017	125377961	NM_012364	+	no	black
9	OR1B1	125390858	125391814	NM_001004450	-	no	black
9	OR1L1	125423995	125424927	NM_001005236	+	no	black
9	OR1L3	125437409	125438383	NM_001005234	+	no	black
9	OR1L4	125486269	125487204	NM_001005235	+	no	black
9	OR1L6	125512127	125513062	NM_001004453	+	no	black
9	OR5C1	125551212	125552174	NM_001001923	+	no	black
9	OR1K1	125562402	125563352	NM_080859	+	no	black
9	PDCL	125580376	125590935	NM_005388	-	no	black
9	RC3H2	125611732	125667562	NM_001100588|NM_018835	-	no	black
9	SNORD90	125642492	125642598	NR_003071	-	no	black
9	ZBTB6	125670335	125675607	NM_006626	-	no	black
9	ZBTB26	125680308	125693830	NM_001304364|NM_001304363|NM_020924	-	no	black
9	RABGAP1	125703288	125867147	NM_012197	+	no	black
9	GPR21	125795922	125797944	NM_005294	+	no	black
9	MIR600HG	125871773	125877756	NR_026677	-	no	black
9	MIR600	125873825	125873922	NR_030331	-	no	black
9	STRBP	125883908	126030855	NM_018387|NR_033234|NM_001171137	-	no	black
9	CRB2	126118446	126142614	NM_173689|NR_104603	+	no	black
9	DENND1A	126141933	126692417	NM_020946|NM_024820	-	no	black
9	MIR601	126164804	126164882	NR_030332	-	no	black
9	MIR7150	126247808	126247901	NR_106972	-	no	black
9	LHX2	126773889	126795442	NM_004789	+	no	black
9	NEK6	127019885	127114719	NM_001166167|NM_001145001|NM_014397|NM_001166168|NM_001166170|NM_001166171|NM_001166169	+	no	black
9	PSMB7	127115744	127177752	NM_002799	-	no	black
9	LOC100129034	127115752	127121463	NR_027406	+	no	black
9	NR5A1	127243515	127269699	NM_004959	-	no	black
9	NR6A1	127279554	127533589	NM_001489|NM_001278546|NM_033334	-	no	black
9	MIR181A2HG	127420715	127460907	NR_038975	+	no	black
9	MIR181A2	127454721	127454830	NR_029611	+	no	black
9	MIR181B2	127455989	127456077	NR_029782	+	no	black
9	OLFML2A	127539437	127577170	NM_182487|NM_001282715	+	no	black
9	WDR38	127615696	127620170	NM_001276376|NM_001045476|NM_001276374|NM_001276375	+	no	black
9	RPL35	127620158	127624240	NM_007209	-	no	black
9	ARPC5L	127631484	127639696	NM_030978	+	no	black
9	GOLGA1	127640573	127703386	NM_002077	-	no	black
9	SCAI	127704888	127905838	NM_173690|NM_001144877	-	no	black
9	PPP6C	127908852	127952218	NM_001123355|NM_002721|NM_001123369	-	yes	red4
9	RABEPK	127962821	127996438	NM_001174153|NM_001174152|NM_005833	+	no	black
9	HSPA5	127997127	128003666	NM_005347	-	no	black
9	GAPVD1	128024073	128127290	NM_001282680|NM_001282679|NM_015635|NM_001282681	+	no	black
9	MAPKAP1	128199673	128469513	NM_024117|NM_001006617|NM_001006621|NM_001006619|NM_001006620|NM_001006618	-	no	black
9	LOC51145	128506034	128508208	NR_122032	-	no	black
9	PBX3	128509617	128729655	NR_024122|NR_024123|NM_006195|NM_001134778	+	no	black
9	LOC101929116	129032403	129038194	NR_121584	-	no	black
9	MVB12B	129089123	129269320	NM_001011703|NM_033446	+	no	black
9	NRON	129170054	129172783	NR_045006	-	no	black
9	LMX1B	129376722	129463311	NM_001174147|NM_001174146|NM_002316	+	no	black
9	ZBTB43	129567285	129600487	NM_001135776|NM_014007	+	no	black
9	ZBTB34	129622944	129648156	NM_001099270	+	no	black
9	RALGPS1	129677053	129985445	NM_001190730|NM_001190729|NM_014636|NM_001190728	+	no	black
9	ANGPTL2	129849628	129885044	NM_012098	-	no	black
9	GARNL3	130025941	130155828	NM_001286779|NM_032293|NR_104591	+	no	black
9	SLC2A8	130159417	130170170	NM_014580|NM_001271711|NR_073416|NM_001271712	+	no	black
9	ZNF79	130186653	130207651	NM_001286697|NM_007135|NM_001286696|NM_001286698	+	no	black
9	RPL12	130209953	130213711	NM_000976	-	no	black
9	SNORA65	130210781	130210916	NR_002449	-	no	black
9	LRSAM1	130213765	130265780	NM_001005373|NM_001190723|NM_138361|NM_001005374	+	no	black
9	FAM129B	130267617	130341286	NM_022833|NM_001035534	-	no	black
9	STXBP1	130374486	130454995	NM_003165|NM_001032221	+	no	black
9	MIR3911	130452966	130453074	NR_037473	-	no	black
9	C9orf117	130469271	130476303	NM_001012502	+	no	black
9	PTRH1	130476227	130477936	NM_001002913	-	no	black
9	TTC16	130478358	130493879	NM_144965	+	no	black
9	TOR2A	130493803	130497628	NM_001134431|NM_130459|NM_001252018|NM_001134430|NM_001085347|NM_001252023|NM_001252021	-	no	black
9	SH2D3C	130500596	130541048	NM_001142534|NM_001142533|NM_001142532|NM_001142531|NM_005489|NM_001252334|NM_170600	-	no	black
9	MIR3960	130548112	130548202	NR_039767	+	no	black
9	MIR2861	130548197	130548286	NR_036055	+	no	black
9	CDK9	130548305	130553052	NM_001261	+	no	black
9	FPGS	130565137	130576360	NM_004957|NM_001288803|NR_110170|NM_001018078	+	no	black
9	ENG	130577291	130617052	NM_001278138|NM_000118|NM_001114753	-	no	black
9	AK1	130628759	130640022	NM_000476	-	no	black
9	MIR4672	130631694	130631774	NR_039819	-	no	black
